Date,Open,High,Low,Close,Volume,Symbol,ADX,DITrend,SMA200,EMA50,EMA20,CCI,RSI,MA_Trend,MADI_Trend,TMA21_50_X,TodayPrice,marketCap,GEM_Rank,CountryName,IndustrySector,High52,Low52,Pct2H52,PctfL52,RSIUturnTypeOld,TrendReversal_Rules,TrendReversal_ML,RSIUpTrend,LastTrendDays,LastTrendType,Trend,ScanDate,SignalClassifier_Rules,SignalClassifier_ML,SwingScore
2025-10-30,10.6,10.6,10.56,10.56,417,AAM,32.25115782264578,Bull,10.344745,10.515531632857227,10.54708649039163,83.33333333333128,55.79264314034036,Bull,Bull,0,10.64,467.44363,2969,USA,N/A,10.79,10.04,1.3901760889712511,5.63909774436091,ERR_NO_TREND,NoReversal,NoReversal,0,3,Reversal_Down,Bull[TrendingUp],2025-11-17 05:04:59,4,0,48
2025-10-30,12.79,13.155,12.7,12.78,53795604,AAL,24.383856357115373,Bull,12.412524999999999,12.301004155986357,12.469567635720137,81.57881838152396,54.5115405257858,Bull,Bull,0,12.76,8350.094,2930,USA,Airlines,19.1,8.5,33.19371727748691,33.38557993730408,ERR_NO_TREND,NoReversal,NoReversal,0,1,Reversal_Down,Neutral[ShortTrend],2025-11-17 05:05:03,4,4,35
2025-10-30,38.0,38.0,36.3,36.76,10180221,AA,23.858416356284184,Bull,31.415149999999986,34.78302440880536,37.030619133958574,-3.729458955612397,51.223544744785386,Nil,Bull,0,37.59,9269.616,2071,USA,Metals & Mining,47.75,21.53,21.27748691099476,42.724128757648316,ERR_NO_TREND,NoReversal,NoReversal,0,-3,Continuation,Bull[Volatile],2025-11-17 05:05:03,3,4,52
2025-10-30,142.93,145.27,142.205,143.36,1519645,A,31.51801686078017,Bull,123.54479999999998,134.24172574167397,141.40987278039105,24.914330841673483,59.92528069268748,Bull,Bull,0,146.82,41100.477,1602,USA,Life Sciences Tools & Services,153.84,96.43,4.563182527301102,34.32093720201607,ERR_NO_TREND,BearishReversalModerate,NoReversal,0,-3,Reversal_Up,Bull[TrendingUp],2025-11-17 05:05:03,3,1,31
2025-10-30,2.82,2.93,2.82,2.87,8085,AAME,16.46651245251182,Bear,2.133420999999997,2.9443050626372367,2.9849489764325132,-41.73570283270968,42.29057433119207,Nil,Nil,0,2.92,62.007576,942,USA,Insurance,3.71,1.2477,21.293800539083563,57.27054794520547,ERR_NO_TREND,NoReversal,NoReversal,0,-4,Continuation,Neutral[Volatile],2025-11-17 05:05:06,2,-1,-9
2025-10-30,51.0,54.99,49.665,49.7,719051,AAMI,17.938329420248518,Bull,34.96689999999993,46.53412501663571,47.752066018022305,204.7112402991181,62.17504907929088,Bull,Bull,0,43.9,1535.7938,612,USA,Financial Services,54.99,22.6,20.167303146026562,48.51936218678815,ERR_NO_TREND,NoReversal,NoReversal,0,-2,Reversal_Up,Bull[Volatile],2025-11-17 05:05:15,4,2,32
2025-10-30,59.41,60.94,50.44,50.7,5852261,AAP,11.31947737210052,Bear,48.4406,56.537974075009906,55.34034911022363,-29.550716249457743,37.28623855013804,Bear+,Bear,0,50.03,2956.0957,2379,USA,Retail,70.0,28.8901,28.528571428571425,42.25444733160104,ERR_NO_TREND,NoReversal,NoReversal,0,-2,Continuation,Neutral[Volatile],2025-11-17 05:05:17,3,-4,-35
2025-10-30,34.49,36.3,34.1,35.07,3590419,AAOI,23.967029639832816,Bull,22.94637500000002,29.497225098006787,32.473656409630756,95.36776491462545,58.077676144743236,Bull,Bull,0,21.465,1839.8112,3648,USA,Communications,44.5,9.711,51.76404494382023,54.75890985324947,ERR_NO_TREND,NoReversal,NoReversal,0,-3,Continuation,Bull[Volatile],2025-11-17 05:05:20,4,-1,9
2025-10-30,100.89,104.525,99.45,100.66,762922,AAON,21.949582181797517,Bull,90.60872500000005,94.6997267615424,100.40383269047395,-19.1855278333204,52.93879094272952,Bull,Bull,0,94.04,7332.0537,2158,USA,Building,142.2,62.0,33.867791842475384,34.07060825180774,ERR_NO_TREND,NoReversal,NoReversal,0,-4,Continuation,Bull[Volatile],2025-11-17 05:05:21,3,-3,-9
2025-10-30,271.99,274.14,268.48,271.4,69886534,AAPL,27.41754547107216,Bull,223.13949999999969,248.32916581792196,259.36257113705767,146.68423839458578,71.07841504748454,Bull+,Bull,0,272.41,4000362.2,1380,USA,Technology,277.32,169.2101,1.7705178133563981,37.88403509415954,ERR_NO_TREND,NoReversal,NoReversal,0,6,Continuation,Bull[TrendingUp],2025-11-17 05:05:29,4,2,40
